kidgartn_nm,sido_nm,signgu_nm,kidgartn_type_div_nm,refine_road_nm_addr,refine_zipno,kidgartn_telno,kidgartn_faxno,nrsryrm_cnt,playgrnd_cnt,cctv_instl_cnt,chldcare_schlstaf_cnt,fnop_cnt,atndskl_vehcle_opr_yn,hmpg_addr,wgs84_lat,wgs84_logt,dat_crtr_ymd
어바인키즈어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 경수대로 581 115동 102호 (호계동, 어바인퍼스트아파트)",14116,031-455-7940,031-427-0050,4,1,4,7,20,N,,37.3742395,126.9567462,20250725
창의나라어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 관악대로 133 143동 103호(비산동, 삼성래미안)",13922,031-442-1445,--,4,0,4,0,16,N,,37.399414,126.93866,20250725
꿈나래어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 동안로 40 201동 105호(호계동, 무궁화마을금호2단지아파트)",14099,031-388-8947,031-388-8947,4,2,4,0,19,N,,37.38274329,126.9563442,20250725
위드어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 달안로 110 502동101호(관양동, 한가람세경아파트)",14052,031-383-8539,031-383-8539,3,0,3,0,13,N,,37.39695944,126.9554492,20250725
하늘아이어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 관악대로330번길 9-17 101호 (관양동, 태양빌라)",13945,031-422-2645,--,2,0,0,0,10,N,,37.40314231,126.9606679,20250725
키즈솔어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 평촌대로211번길 21 306동102호(호계동, 목련아파트)",14075,031-347-6100,031-8068-6011,3,0,4,6,15,N,http://cafe.naver.com/kidspinetree2,37.38864146,126.9559556,20250725
한울어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 동편로 110 306동101호(관양동, 휴먼시아아파트)",13928,031-348-2772,--,4,0,4,0,20,N,,37.41204712,126.9698035,20250725
금호어린이집,경기도,안양시동안구,가정,경기도 안양시 동안구 관평로 88 802-102,14102,031-342-9313,--,5,0,0,0,20,N,,37.38646053,126.9649904,20250725
해나어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 평촌대로179번길 30 506동 103호(호계동, 목련아파트)",14075,070-8658-0457,--,3,0,3,6,15,N,,37.38770415,126.9552922,20250725
화인키즈어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 안양천동로 162 104동 102호(비산동, 비산힐스테이트아파트)",14039,031-447-1700,--,4,0,4,0,20,N,,37.39414178,126.9410411,20250725
꿈마을어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 귀인로 258 106동107호(평촌동, 꿈마을라이프아파트)",14102,031-387-8676,--,4,0,4,0,20,N,,37.38767559,126.9666158,20250725
정원어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 학의로 98 205동101호(비산동, 샛별아파트)",14043,031-348-2239,--,2,0,0,0,9,N,,37.39876974,126.9493314,20250725
동편하은별어린이집,경기도,안양시동안구,민간,"경기도 안양시 동안구 동편로 135 (관양동, 휴먼시아아파트관리동)",13930,031-360-0181,070-8260-0181,7,1,9,13,57,Y,,37.40989141,126.9680016,20250725
큰나무어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 달안로 112 504동105호(관양동, 한가람세경아파트)",14052,031-382-3546,031-382-3546,3,0,3,0,11,N,,37.39812333,126.9548928,20250725
미리내어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 안양판교로 42 106동104호(관양동,인덕원마을삼성아파트)",13943,031-426-1231,--,4,0,4,0,17,N,,37.39804381,126.9786454,20250725
아이생각어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 학의로 20 114동101호(비산동, 관악동성아파트)",14044,031-384-1131,--,4,0,4,6,20,N,,37.39481413,126.9450789,20250725
꿈현대어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 부림로 13 601동101호(평촌동, 현대아파트)",14102,031-382-9609,--,5,0,0,0,20,N,,37.38474974,126.968889,20250725
파랑새어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 달안로 110 511동105호(관양동, 한가람세경아파트)",14052,031-382-5420,--,3,0,3,0,13,N,,37.40097867,126.957317,20250725
알콩달콩어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 달안로 110 503동106호 (관양동, 한가람세경)",14052,031-385-6952,--,3,0,3,0,11,N,,37.39695944,126.9554492,20250725
문화몬테소리어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 달안로 124 404동 101호(관양동, 한가람신라4단지아파트)",14052,031-381-5398,0505-380-5398,3,0,4,0,14,N,,37.39696958,126.9567918,20250725
키움어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 학의로 20 118동 101호(비산동, 관악)",14044,031-388-5615,--,4,0,4,7,20,N,,37.39481088,126.943222,20250725
아이세상어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 경수대로 430 106동 104호(호계동, 호계대림E편한세상아파트)",14126,031-477-1157,031-459-1157,4,0,4,0,20,N,http://cafe.naver.com/anyangisesan,37.36741359,126.9588077,20250725
키즈스쿨어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 달안로 125 104동 102호(관양동, 한가람두산1단지아파트)(살림겸용)",14049,031-382-4562,031-382-4562,4,0,4,0,20,N,,37.39838637,126.9560121,20250725
은하수아름어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 시민대로159번길 58 207동 104호(비산동, 은하수마을벽산2단지아파트)",14045,031-386-7942,031-386-7942,4,0,4,0,17,N,****-***************,37.39238569,126.9473148,20250725
대원뽀뽀뽀어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 부림로 55 304동 101호(평촌동, 초원마을대원3단지아파트)",14070,031-384-3977,031-384-3977,4,1,4,0,20,N,,37.38766383,126.9645263,20250725
주공아이조아어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 안양천서로 289 108동 104호(안양동, 주공뜨란채아파트)",13994,031-347-7988,031-347-7988,3,0,0,0,20,N,,37.40029087,126.9257968,20250725
밝은햇살어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 경수대로 1193 111동 101호(석수동, 석수대림)",13961,031-474-2028,031-474-2028,3,0,4,5,20,N,,37.41487518,126.9140412,20250725
사랑어린이집,경기도,안양시만안구,가정,경기도 안양시 만안구 병목안로130번길 64-3 ,14019,031-442-2082,--,4,0,4,0,10,N,,37.39237603,126.9057548,20250725
온새미로어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 경수대로1394번길 11 102동 103호(석수동, 석수2차E편한세상)",13907,031-471-1807,031-472-0325,3,0,4,4,20,N,onse.co.kr,37.43150114,126.9046386,20250725
래미안아이사랑어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 안양천서로 311 106동 103호(안양동, 삼성래미안아파트)",13994,031-464-0085,031-464-0085,3,0,4,0,17,N,,37.40221652,126.9241214,20250725
별나무어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 병목안로 103 203동 102호(안양동, 프라자아파트)",14020,031-465-3256,031-465-3256,2,0,0,0,17,N,,37.39358648,126.9121383,20250725
초록아이어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 능곡로 36 103동 107호(안양동, 우성1차아파트)",14022,031-466-0603,--,3,0,4,0,16,N,,37.39144113,126.9136159,20250725
효성어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 시민대로110번길 43 101동 102호(호계동, 범계마을효성아파트)",14077,031-429-1128,070-7582-1128,3,0,4,8,20,N,*********************,37.38529203,126.9474592,20250725
짝꿍어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 달안로 153 203동 108호(관양동, 공작성일아파트)",14050,031-384-7207,--,3,0,4,8,16,N,,37.39958249,126.9581054,20250725
EQ꼬마동이어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 동안로 11 711동 102호(호계동, 무궁화마을코오롱7단지아파트)",14100,031-342-2250,031-342-2250,4,4,4,10,20,N,****************,37.38018889,126.9556423,20250725
신라영재어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 달안로 124 408동 104호(관양동, 한가람신라4단지아파트)",14052,031-385-1006,--,2,0,0,0,9,N,개설 못함,37.39696958,126.9567918,20250725
해오름베이비어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 시민대로159번길 58 205동 102호(비산동, 은하수마을벽산2단지아파트)",14045,031-388-3283,031-388-3283,4,0,4,10,20,N,,37.39244216,126.9474886,20250725
조은어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 동안로 283 5동 103호(비산동, 뉴타운아파트)",,031-381-5805,--,3,0,4,0,16,N,,37.40117736,126.945061,20250725
예닮어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 관악대로263번길 60-7 나동 103호(비산동,동문빌라)",13935,070-8632-7705,031-385-0770,4,0,3,0,20,Y,,37.40514862,126.9523454,20250725
해늘어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 경수대로797번길 5 103동 104호(호계동,한마음아파트)",14040,031-346-6373,031-346-6373,4,0,4,7,20,N,,37.38991396,126.9456666,20250725
하늘꿈어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 안양판교로 40 112동 103호(관양동, 인덕원마을삼성아파트)",13943,031-422-1604,031-422-1615,3,0,4,0,17,N,,37.39845598,126.979259,20250725
기린어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 평촌대로401번길 14-15 102호 (비산동, 동서빌라)",13918,031-388-5044,031-388-5044,4,0,4,0,17,N,,37.40583028,126.9412487,20250725
코코가베어린이집,경기도,안양시동안구,가정,경기도 안양시 동안구 관악대로106번길 29 롯데낙천대아파트 102-101호 시설전용 (비산동),13954,031-388-7529,070-8866-7529,3,1,4,7,19,N,,37.39832099,126.9389498,20250725
꼬뜰어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 경수대로 462 210동 104호(호계동, 호계2차현대홈타운)",14125,031-453-6001,--,4,2,5,8,20,N,https://blog.naver.com/raon10_01,37.36516789,126.9605208,20250725
일신어린이집,경기도,안양시동안구,가정,경기도 안양시 동안구 경수대로707번길 52 일신진흥아파트 101-103 시설전용 (호계동),14077,031-455-3874,031-455-3874,4,2,4,0,19,N,http://m. blog.naver.com/nnamch,37.38040588,126.9576661,20250725
아침해어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 관평로 122 205동 103호(평촌동, 초원마을대림2단지아파트)",14070,031-346-4865,031-346-4865,3,0,4,0,19,N,http://cafe.naver.com/eunsun5177,37.38779925,126.9646332,20250725
나무아래어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 안양천서로 177 202동103호 (안양동, 래미안안양메가트리아)",14038,031-346-0103,031-624-7103,4,0,4,7,20,N,,37.39409376,126.9348787,20250725
가나안어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 소곡로 78 107동 106호(안양동,씨엘포레자이)",14090,031-444-4303,--,3,0,4,5,20,N,,37.38570704,126.9228885,20250725
씨엘어린이집,경기도,안양시만안구,민간,경기도 안양시 만안구 소곡로 78 101동 1층(씨엘포레자이아파트),14090,031-466-0225,--,6,1,21,13,60,N,,37.38761773,126.9236883,20250725
봄이랑어린이집,경기도,안양시만안구,가정,경기도 안양시 만안구 안양천서로 249 115동104호,13995,031-344-2500,--,3,0,4,6,18, ,,37.39707741,126.9292351,20250725
꼬마숲향기어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 달안로 124 408동 102호(관양동, 한가람신라4단지아파트)",14052,031-385-1116,031-385-1116,4,0,0,0,13,N,http://www.littleforest.co.kr/home/Beomgye,37.39696958,126.9567918,20250725
코코맘어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 동안로 11 705동 102호(호계동, 무궁화마을건영캐스빌7단지아파트)",14100,031-386-7920,02-895-8574,3,0,4,0,19,N,,37.38018889,126.9556423,20250725
해오름어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 시민대로159번길 58 205동 103호(비산동, 은하수마을벽산2단지아파트)",14045,031-388-3288,031-388-3288,4,1,4,8,20,N,http://www.haeorumkids.com,37.39238569,126.9473148,20250725
꿈꾸는 샛별어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 달안로 62 602동 102호(비산동, 샛별마을한양4차6단지아파트)",14046,031-383-8060,--,3,2,0,0,10,N,,37.39538,126.94954,20250725
사랑꿈어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 경수대로610번길 31 608동 101호(호계동, 무궁화마을태영6단지아파트)",14108,031-429-0236,--,4,0,0,0,17,N,,37.37806644,126.9574297,20250725
방울토마토어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 경수대로 462 223동 103호(호계동, 호계현대홈타운2차아파트)",14125,031-342-8599,--,4,0,4,0,19,N,http://cafe.naver.com/smalltomato,37.36614655,126.9612257,20250725
마이베이비어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 평촌대로211번길 21 308동 102호(호계동, 목련아파트)",14075,031-388-2001,031-388-2001,3,0,3,0,15,N,,37.38892701,126.9556722,20250725
행복나무어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 경수대로623번길 46 109동 102호(호계동, 럭키호계아파트)",14113,031-347-3579,031-347-3579,3,0,0,0,19,N,,37.37600438,126.951368,20250725
여디디아어린이집,경기도,안양시동안구,가정,경기도 안양시 동안구 매곡로28번길 16 1층,,031-384-5859,--,3,0,4,0,15,N,,37.4066082,126.944205,20250725
푸르미어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 관평로 122 212동 102호(평촌동, 초원마을대림2단지아파트)",14070,031-466-1915,031-421-7602,4,0,4,0,19,N,,37.38766383,126.9645263,20250725
아이네오어린이집,경기도,안양시만안구,민간,경기도 안양시 만안구 수리산로18번길 28 (안양동),14092,031-447-0841,031-447-0842,11,3,20,28,136,Y,https://ineo0841.kidsnote.ac ,37.38641125,126.9291048,20250725
산마루어린이집,경기도,안양시만안구,가정,경기도 안양시 만안구 성결대학로45번길 24 대안탐스빌 산마루 아파트 101호 (안양동),14097,031-445-3221,031-445-3221,3,0,0,0,15,N,,37.38019614,126.9300445,20250725
작은갈대상자어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 창박로 38 303동 105호(안양동, 현대홈타운)",14025,031-445-6655,--,3,0,4,0,13,Y,,37.39929095,126.9116357,20250725
선재마을어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 부림로 80 607동 101호(평촌동, 초원마을한양6단지아파트)",14069,031-421-9214,--,4,0,4,7,20,N,,37.39113075,126.967783,20250725
한양어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 학의로 120 306동 101호(관양동, 한가람한양3단지아파트)",14049,031-476-0251,--,3,0,4,0,19,N,,37.39916416,126.9530772,20250725
눈동자어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 달안로 98 509동 107호(관양동, 한가람세경5단지아파트)",14052,031-388-4908,--,2,0,3,0,12,N,,37.39626578,126.9547438,20250725
늘사랑어린이집,경기도,안양시만안구,가정,경기도 안양시 만안구 삼성산길 10 석수역푸르지오아파트 관리동 1층,13907,031-471-2939,031-471-2939,4,0,4,6,20,N,,37.43311951,126.9046478,20250725
아이파크영재어린이집,경기도,안양시만안구,가정,경기도 안양시 만안구 충훈로71번길 6 석수아이파크 111동 104호(석수동),13973,031-474-7198,031-687-3689,4,0,4,8,20,N,,37.40730258,126.9008625,20250725
꼬마궁전어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 박달로497번길 57 201동 104호(박달동, 한신휴플러스)",13981,031-469-8100,--,3,0,4,0,19,N,,37.40506596,126.905795,20250725
기쁨해어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 박달로497번길 57 202동 101호(박달동, 한신휴플러스)",13981,031-344-1900,031-471-1909,3,0,4,0,20,N,blog.naver.com/7kmk1004,37.40504468,126.9065196,20250725
해나라어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 병목안로 103 202동 107호(안양동, 프라자아파트)",14020,031-442-0080,031-442-0080,3,0,3,0,12,N,,37.39358648,126.9121383,20250725
리틀베베어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 연현로79번길 20 111동101호(석수동,두산위브아파트)",13902,031-349-1070,--,3,0,4,0,20,N,,37.43162175,126.9018076,20250725
위즈맘어린이집,경기도,안양시만안구,민간,경기도 안양시 만안구 양화로97번길 10 (박달동),14009,031-442-8467,031-442-8467,5,2,8,11,54,Y,wizmom.com,37.40157376,126.9105093,20250725
서안양우체국꿈나무어린이집,경기도,안양시,직장,경기도 안양시 만안구 안양로 233 서안양우체국,14030,031-441-8745,031-441-8746,5,0,5,0,49,Y,http://www.nearkids.co.kr,37.39374197,126.9250015,20250725
덕천어린이집,경기도,안양시,국공립,경기도 안양시 만안구 덕천로 122-3 ,14085,031-443-8859,031-443-8860,5,1,15,11,69,N,,37.39158144,126.9345818,20250725
키즈웰어린이집,경기도,안양시동안구,민간,경기도 안양시 동안구 흥안대로456번길 62 평촌삼성래미안아파트 단지내,14062,031-425-2929,031-425-2929,3,0,3,10,26,N,,37.39298858,126.9789729,20250725
반딧불이어린이집,경기도,안양시만안구,민간,경기도 안양시 만안구 장내로89번길 35 (안양동),14002,031-442-0346,050-8905-7374,9,1,12,17,96,Y,,37.39665741,126.9171581,20250725
화동어린이집,경기도,안양시만안구,가정,경기도 안양시 만안구 경수대로1219번길 8 경남아너스빌 아파트 관리사무소 내,13961,031-474-3367,031-474-3367,4,0,4,7,20,N,,37.41749479,126.9115203,20250725
동화나라 어린이집,경기도,안양시만안구,민간,경기 안양시 만안구 안양2동 42-14호 ,13958,031-471-6393,031-471-6393,3,0,0,0,23, ,www.cyworld.nate/party6393,,,20250725
신애오르다어린이집,경기도,안양시만안구,민간,경기 안양시 만안구 석수동 289-7 성지빌딩 3층 ,13968,031-472-3478,--,0,0,0,0,47, ,,,,20250725
숲속나라어린이집,경기도,안양시만안구,민간,경기도 안양시 만안구 창박로 15-19 ,14025,031-442-7111,***-***-****,5,1,8,0,67,Y,,37.38450926,126.9049172,20250725
새중앙어린이집,경기도,안양시동안구,민간,경기도 안양시 동안구 귀인로 301 새중앙교회내 새중앙어린이집,14060,031-425-3034,031-425-3011,5,0,13,18,32,N,,37.38905362,126.9719161,20250725
부흥어린이집,경기도,안양시,국공립,경기도 안양시 동안구 달안로 39 부흥사회복지관 내 부흥어린이집,14044,031-385-7441,031-385-7478,4,1,4,11,42,N,http://cafe.daum.net/buheung,37.39528091,126.9475296,20250725
관악어린이집,경기도,안양시동안구,민간,경기도 안양시 동안구 동안로 209 관악성원A 관리동 1층 관악어린이집,14044,031-381-5723,031-381-5723,3,4,4,10,34,N,,37.39578907,126.9467161,20250725
안양동안경찰서어린이집,경기도,안양시,직장,경기도 안양시 동안구 동안로159번길 43 ,14048,031-386-0810,031-386-0812,7,1,31,23,100,N,https://www.puruni.com/aydapol,37.39160477,126.9487765,20250725
평촌어바인퍼스트호원어린이집,경기도,안양시,국공립,경기도 안양시 동안구 경수대로 583 평촌어바인퍼스트아파트 2단지,14114,031-429-8098,031-455-8098,5,1,12,15,77,N,,37.37452436,126.9562565,20250725
평촌래미안푸르지오 가온어린이집,경기도,안양시,국공립,경기도 안양시 동안구 경수대로884번길 12 평촌래미안푸르지오 아파트,13954,031-388-2340,031-388-2350,5,2,10,16,76,N,,37.39701338,126.9397013,20250725
꿈꾸는 나무 어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 학의로 168 504동 106호(관양동, 공작마을럭키5단지아파트)",14050,031-340-9300,--,3,6,3,0,11,N,,37.40060897,126.9576111,20250725
꼬마쑥쑥어린이집,경기도,안양시동안구,가정,경기 안양시 동안구 관양2동 삼성아파트 110동102호 ,13943,031-422-1608,--,0,0,0,0,19, ,,,,20250725
샬롬어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 학의로 390 111동 101호(평촌동, 인덕원푸른마을대우아파트)",14061,031-424-0367,--,3,0,4,7,20,N,*****************,37.39482883,126.9791106,20250725
부영어린이집,경기도,안양시동안구,가정,경기도 안양시 동안구 관평로212번길 21 공작부영아파트 306동103호 (전용) (관양동),14051,031-396-8669,031-396-8669,3,0,4,8,16,N,*****************,37.39749843,126.9592376,20250725
샛별꼬마숲어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 달안로 78 606동 103호(비산동, 샛별마을한양4차6단지아파트)",14046,031-341-0191,031-341-0191,2,2,3,0,13,N,htt://www.littleforest.co.kr/home/hanyang,37.3983082,126.9504395,20250725
임광푸른어린이집,경기도,안양시동안구,가정,경기 안양시 동안구 호계2동 호계임광그대가3차아파트301동110호 ,14078,031-456-2446,--,0,0,0,0,16, ,*******************,,,20250725
별나라어린이집,경기도,안양시동안구,민간,경기도 안양시 동안구 관평로336번길 35 (관양동),13931,031-382-2763,--,4,1,4,0,45,Y,다음카페 별나라어린이세상,37.40508485,126.9591812,20250725
샘물어린이집,경기도,안양시동안구,민간,경기도 안양시 동안구 관악대로373번길 5 (관양동),13938,031-423-8883,031-423-4305,5,2,5,0,68,Y,,37.40489459,126.9641932,20250725
브엘세바어린이집,경기도,안양시,협동,"경기도 안양시 동안구 동안로 252 101동 101호(비산동,대주파크빌)",13919,031-381-9423,031-381-9423,3,0,0,0,19,N,,37.39969447,126.9453253,20250725
사랑채움어린이집,경기도,안양시동안구,가정,경기도 안양시 동안구 경수대로609번길 26 HHI브라운빌3차아파트 201동108호 (호계동),14114,031-429-0102,031-427-0878,4,0,4,0,17,N,,37.37628127,126.9536359,20250725
한가람굿맘어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 달안로 124 403동 106호(관양동, 한가람신라4단지아파트)",14052,031-384-7326,031-382-0427,3,0,0,0,13,N,,37.39696958,126.9567918,20250725
세영어린이집,경기도,안양시동안구,민간,경기도 안양시 동안구 관악대로275번길 51 (비산동),13935,031-388-9720,--,6,1,7,7,61,N,,37.40494788,126.9530566,20250725
휴먼시아 어린이집,경기도,안양시동안구,민간,경기도 안양시 동안구 임곡로 16 임곡휴먼시아 아파트 관리소내,13924,031-466-5004,031-466-5070,4,0,4,11,26,N,anyanghumansia 다음,37.40146962,126.9302877,20250725
송원아이어린이집,경기도,안양시만안구,민간,경기도 안양시 만안구 박달로472번길 57 (박달동),14016,031-444-6016,031-448-6017,4,0,5,0,27,Y,http://songwon.kidswon.com/,37.40121847,126.9032679,20250725
또래끼리어린이집,경기도,안양시,가정,경기 성남시 수정구 단대동 53-7 ,13139,070-8264-3781,031-733-3781,3,0,0,0,12, ,,,,20250725
칭구칭구어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 달안로 124 407동 105호(관양동, 한가람신라4단지아파트)",14052,031-381-4703,031-381-4703,3,0,4,0,13,N,,37.39696958,126.9567918,20250725
모아 어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 관양로 157 가동 102호 (관양동, 원주아파트)",13946,031-422-2644,--,4,0,0,0,13,N,,37.40364929,126.9632638,20250725
키즈드림 어린이집,경기도,안양시동안구,가정,경기도 안양시 동안구 귀인로 193 203동 102호(향촌현대4차아파트),14071,031-386-1715,--,4,0,4,8,20,N,,37.38655409,126.9592137,20250725
도토리어린이집,경기도,안양시동안구,민간,경기도 안양시 동안구 임곡로 70 관리동,13916,070-4667-2334,031-624-3661,5,1,7,9,33,N,,37.40564022,126.9346428,20250725
꿈이랑어린이집,경기도,안양시동안구,민간,경기도 안양시 동안구 경수대로596번길 62-12 관리동,14109,070-8777-1226,0504-324-5460,4,1,4,7,25,N,ji75won,37.37647173,126.9595127,20250725
현대동화나라어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 귀인로 209 102동 101호(평촌동, 향촌현대1단지아파트)",14071,031-384-2839,--,3,0,4,0,20,N,,37.38695307,126.9621827,20250725
세경예아랑어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 달안로 110 501동 106호(관양동, 한가람세경5단지아파트)",14052,031-385-5559,070-4325-5559,3,0,3,4,14,N,,37.39626578,126.9547438,20250725
고운어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 경수대로797번길 12 201동 104 (호계동, 한마음2차 임광아파트 )",14040,031-427-1000,031-427-1000,4,0,4,8,20,N,,37.39092485,126.9445536,20250725
에코어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 평촌대로179번길 30 507동 105호(호계동, 목련마을우성5단지아파트)",14075,031-342-4351,--,2,0,0,0,9,N,,37.38924669,126.9553743,20250725
초록나무어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 귀인로79번길 52 102동 103호(호계동, 효성아파트)",14077,031-429-8881,031-429-8881,4,0,4,0,19,N,,37.38474031,126.9481376,20250725
하늘별어린이집,경기도,안양시만안구,민간,경기도 안양시 만안구 양화로148번길 36 경기도 안양시 만안구 양화로 148번길 36(박달동),13986,031-441-3227,031-441-3228,4,0,5,0,39,N,,37.40626533,126.9104855,20250725
나이팅게일어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 박달로498번길 28 109동 106호 (박달동, 우성)",14008,031-443-7999,031-443-7999,3,0,4,10,19,Y,,37.40055662,126.9079862,20250725
좋은친구어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 경수대로 1193 108동 104호(석수동, 석수대림)",13961,031-473-3100,031-473-3100,3,0,4,5,20,N,,37.41487518,126.9140412,20250725
수선화어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 안양천서로 311 116동 101호(안양동, 삼성래미안아파트)",13994,031-464-0099,070-4131-0099,3,0,4,6,18,N,http:// cafe.naver.com/petitchild,37.40221652,126.9241214,20250725
햇빛아이어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 병목안로 81 101동 103호(안양동, 성원1차아파트)",14021,031-446-9770,--,3,0,4,0,19,N,,37.39450995,126.9142831,20250725
아이샘 어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 삼봉로 61 102동 102호(박달동, 금호타운아파트)",14017,031-444-1906,031-444-1906,4,0,4,0,20,Y,,37.39918458,126.9014013,20250725
참나래어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 박달로 344 102동 105호(박달동, 대림한숲타운)",14014,031-347-3261,031-341-3262,4,0,4,5,20,N,http://cafe.daum.net/ckaskfo,37.40411192,126.8926514,20250725
태영뜰어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 경수대로610번길 37 603동 106호(호계동, 무궁화마을태영6단지아파트)",14108,031-347-8290,0--,3,0,4,7,20,N,,37.37806644,126.9574297,20250725
강낭콩어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 동안로 98 206동 108호(호계동, 목련마을대우선경2단지아파트)",14075,031-346-6161,031-346-6161,3,0,3,0,13,N,******************,37.38779604,126.9514104,20250725
아이꿈 어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 시민대로159번길 59 102동 101호(비산동, 은하수마을청구1단지아파트)",14045,031-386-1236,--,3,0,4,7,20,N,,37.39162517,126.9461984,20250725
한별어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 달안로 73 303동 103호(비산동, 샛별마을한양4차3단지아파트)",14043,031-384-0819,031-384-0819,4,1,4,10,18,N,,37.39637,126.951035,20250725
대림베이비어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 경수대로 430 112동 102호(호계동, 호계대림E편한세상아파트)",14126,031-427-2336,--,4,0,4,11,20,N,,37.36339894,126.9628272,20250725
바움어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 달안로 40 302동 102호(비산동, 은하수마을신성3단지아파트)",14045,031-386-0683,--,4,0,4,6,20,N,,37.39426459,126.9477414,20250725
